Date,Open,High,Low,Close,Adj Close,Volume
2014-12-29,113.79,114.77,113.7,113.91,107.83,27598900
2014-12-30,113.64,113.92,112.11,112.52,106.51,29881500
2014-12-31,112.82,113.13,110.21,110.38,104.49,41403400
2015-01-02,111.39,111.44,107.35,109.33,103.49,53204600
2015-01-05,108.29,108.65,105.41,106.25,100.58,64285500
2015-01-06,106.54,107.43,104.63,106.26,100.59,65797100
2015-01-07,107.2,108.2,106.7,107.75,102.0,40105900
2015-01-08,109.23,112.15,108.7,111.89,105.92,59364500
2015-01-09,112.67,113.25,110.21,112.01,106.03,53699500
2015-01-12,112.6,112.63,108.8,109.25,103.42,49650800
2015-01-13,111.43,112.8,108.91,110.22,104.34,67091900
2015-01-14,109.04,110.49,108.5,109.8,103.94,48337000
2015-01-15,110.0,110.06,106.66,106.82,101.12,60014000
2015-01-16,107.03,107.58,105.2,105.99,100.33,78513300
2015-01-20,107.84,108.97,106.5,108.72,102.92,49899900
2015-01-21,108.95,111.06,108.27,109.55,103.7,48575900
2015-01-22,110.26,112.47,109.72,112.4,106.4,53796400
2015-01-23,112.3,113.75,111.53,112.98,106.95,46464800
2015-01-26,113.74,114.36,112.8,113.1,107.06,55615000
2015-01-27,112.42,112.48,109.03,109.14,103.31,95568700
2015-01-28,117.63,118.12,115.31,115.31,109.16,146477100
2015-01-29,116.32,119.19,115.56,118.9,112.55,84436400
2015-01-30,118.4,120.0,116.85,117.16,110.91,83745500
2015-02-02,118.05,119.17,116.08,118.63,112.3,62739100
2015-02-03,118.5,119.09,117.61,118.65,112.32,51915700
2015-02-04,118.5,120.51,118.31,119.56,113.18,70149700
2015-02-05,120.02,120.23,119.25,119.94,113.99,42246200
2015-02-06,120.02,120.25,118.45,118.93,113.03,43706600
2015-02-09,118.55,119.84,118.43,119.72,113.78,38889800
2015-02-10,120.17,122.15,120.16,122.02,115.96,62008500
2015-02-11,122.77,124.92,122.5,124.88,118.68,73561800
2015-02-12,126.06,127.48,125.57,126.46,120.18,74474500
2015-02-13,127.28,127.28,125.65,127.08,120.77,54272200
2015-02-17,127.49,128.88,126.92,127.83,121.48,63152400
2015-02-18,127.63,128.78,127.45,128.72,122.33,44891700
2015-02-19,128.48,129.03,128.33,128.45,122.07,37362400
2015-02-20,128.62,129.5,128.05,129.5,123.07,48948400
2015-02-23,130.02,133.0,129.66,133.0,126.4,70974100
2015-02-24,132.94,133.6,131.17,132.17,125.61,69228100
2015-02-25,131.56,131.6,128.15,128.79,122.4,74711700
2015-02-26,128.79,130.87,126.61,130.42,123.95,91287500
2015-02-27,130.0,130.57,128.24,128.46,122.08,62014800
2015-03-02,129.25,130.28,128.3,129.09,122.68,48096700
2015-03-03,128.96,129.52,128.09,129.36,122.94,37816300
2015-03-04,129.1,129.56,128.32,128.54,122.16,31666300
2015-03-05,128.58,128.75,125.76,126.41,120.14,56517100
2015-03-06,128.4,129.37,126.26,126.6,120.32,72842100
2015-03-09,127.96,129.57,125.06,127.14,120.83,88528500
2015-03-10,126.41,127.22,123.8,124.51,118.33,68856600
2015-03-11,124.75,124.77,122.11,122.24,116.17,68939000
2015-03-12,122.31,124.9,121.63,124.45,118.27,48362700
2015-03-13,124.4,125.4,122.58,123.59,117.46,51827300
2015-03-16,123.88,124.95,122.87,124.95,118.75,35874300
2015-03-17,125.9,127.32,125.65,127.04,120.73,51023100
2015-03-18,127.0,129.16,126.37,128.47,122.09,65270900
2015-03-19,128.75,129.25,127.4,127.5,121.17,45809500
2015-03-20,128.25,128.4,125.16,125.9,119.65,68695100
2015-03-23,127.12,127.85,126.52,127.21,120.9,37709700
2015-03-24,127.23,128.04,126.56,126.69,120.4,32842300
2015-03-25,126.54,126.82,123.38,123.38,117.26,51655200
2015-03-26,122.76,124.88,122.6,124.24,118.07,47572900
2015-03-27,124.57,124.7,122.91,123.25,117.13,39546200
2015-03-30,124.05,126.4,124.0,126.37,120.1,47099700
2015-03-31,126.09,126.49,124.36,124.43,118.25,42090600
2015-04-01,124.82,125.12,123.1,124.25,118.08,40621400
2015-04-02,125.03,125.56,124.19,125.32,119.1,32220100
2015-04-06,124.47,127.51,124.33,127.35,121.03,37194000
2015-04-07,127.64,128.12,125.98,126.01,119.75,35012300
2015-04-08,125.85,126.4,124.97,125.6,119.37,37329200
2015-04-09,125.85,126.58,124.66,126.56,120.28,32484000
2015-04-10,125.95,127.21,125.26,127.1,120.79,40188000
2015-04-13,128.37,128.57,126.61,126.85,120.55,36365100
2015-04-14,127.0,127.29,125.91,126.3,120.03,25524600
2015-04-15,126.41,127.13,126.01,126.78,120.49,28970400
2015-04-16,126.28,127.1,126.11,126.17,119.91,28369000
2015-04-17,125.55,126.14,124.46,124.75,118.56,51957000
2015-04-20,125.57,128.12,125.17,127.6,121.27,47054300
2015-04-21,128.1,128.2,126.67,126.91,120.61,32435100
2015-04-22,126.99,128.87,126.32,128.62,122.24,37654500
2015-04-23,128.3,130.42,128.14,129.67,123.23,45770900
2015-04-24,130.49,130.63,129.23,130.28,123.81,44525900
2015-04-27,132.31,133.13,131.15,132.65,126.07,96954200
2015-04-28,134.46,134.54,129.57,130.56,124.08,118924000
2015-04-29,130.16,131.59,128.3,128.64,122.25,63386100
2015-04-30,128.64,128.64,124.58,125.15,118.94,83195400
2015-05-01,126.1,130.13,125.3,128.95,122.55,58512600
2015-05-04,129.5,130.57,128.26,128.7,122.31,50988300
2015-05-05,128.15,128.45,125.78,125.8,119.56,49271400
2015-05-06,126.56,126.75,123.36,125.01,118.8,72141000
2015-05-07,124.77,126.08,124.02,125.26,119.54,43940900
2015-05-08,126.68,127.62,126.11,127.62,121.79,55550400
2015-05-11,127.39,127.56,125.63,126.32,120.55,42035800
2015-05-12,125.6,126.88,124.82,125.87,120.12,48160000
2015-05-13,126.15,127.19,125.87,126.01,120.26,34694200
2015-05-14,127.41,128.95,127.16,128.95,123.06,45203500
2015-05-15,129.07,129.49,128.21,128.77,122.89,38208000
2015-05-18,128.38,130.72,128.36,130.19,124.24,50882900
2015-05-19,130.69,130.88,129.64,130.07,124.13,44633200
2015-05-20,130.0,130.98,129.34,130.06,124.12,36454900
2015-05-21,130.07,131.63,129.83,131.39,125.39,39730400
2015-05-22,131.6,132.97,131.4,132.54,126.49,45596000
2015-05-26,132.6,132.91,129.12,129.62,123.7,70697600
2015-05-27,130.34,132.26,130.05,132.04,126.01,45833200
2015-05-28,131.86,131.95,131.1,131.78,125.76,30733300
2015-05-29,131.23,131.45,129.9,130.28,124.33,50884500
2015-06-01,130.28,131.39,130.05,130.54,124.58,32112800
2015-06-02,129.86,130.66,129.32,129.96,124.02,33667600
2015-06-03,130.66,130.94,129.9,130.12,124.18,30889400
2015-06-04,129.58,130.58,128.91,129.36,123.45,38450100
2015-06-05,129.5,129.69,128.36,128.65,122.77,35626800
2015-06-08,128.9,129.21,126.83,127.8,121.96,52674800
2015-06-09,126.7,128.08,125.62,127.42,121.6,56075400
2015-06-10,127.92,129.34,127.85,128.88,122.99,39087300
2015-06-11,129.18,130.18,128.48,128.59,122.72,35390900
2015-06-12,128.19,128.33,127.11,127.17,121.36,36886200
2015-06-15,126.1,127.24,125.71,126.92,121.12,43988900
2015-06-16,127.03,127.85,126.37,127.6,121.77,31494100
2015-06-17,127.72,127.88,126.74,127.3,121.49,32918100
2015-06-18,127.23,128.31,127.22,127.88,122.04,35407200
2015-06-19,127.71,127.82,126.4,126.6,120.82,54716900
2015-06-22,127.49,128.06,127.08,127.61,121.78,34039300
2015-06-23,127.48,127.61,126.88,127.03,121.23,30268900
2015-06-24,127.21,129.8,127.12,128.11,122.26,55280900
2015-06-25,128.86,129.2,127.5,127.5,121.68,31938100
2015-06-26,127.67,127.99,126.51,126.75,120.96,44066800
2015-06-29,125.46,126.47,124.48,124.53,118.84,49161400
2015-06-30,125.57,126.12,124.86,125.43,119.7,44370700
2015-07-01,126.9,126.94,125.99,126.6,120.82,30238800
2015-07-02,126.43,126.69,125.77,126.44,120.67,27211000
2015-07-06,124.94,126.23,124.85,126.0,120.25,28060400
2015-07-07,125.89,126.15,123.77,125.69,119.95,46946800
2015-07-08,124.48,124.64,122.54,122.57,116.97,60761600
2015-07-09,123.85,124.06,119.22,120.07,114.59,77821600
2015-07-10,121.94,123.85,121.21,123.28,117.65,61354500
2015-07-13,125.03,125.76,124.32,125.66,119.92,41440500
2015-07-14,126.04,126.37,125.04,125.61,119.87,31768100
2015-07-15,125.72,127.15,125.58,126.82,121.03,33649200
2015-07-16,127.74,128.57,127.35,128.51,122.64,36222400
2015-07-17,129.08,129.62,128.31,129.62,123.7,46164700
2015-07-20,130.97,132.97,130.7,132.07,126.04,58900200
2015-07-21,132.85,132.92,130.32,130.75,124.78,76756400
2015-07-22,121.99,125.5,121.99,125.22,119.5,115450600
2015-07-23,126.2,127.09,125.06,125.16,119.44,50999500
2015-07-24,125.32,125.74,123.9,124.5,118.81,42162300
2015-07-27,123.09,123.61,122.12,122.77,117.16,44455500
2015-07-28,123.38,123.91,122.55,123.38,117.75,33618100
2015-07-29,123.15,123.5,122.27,122.99,117.37,37011700
2015-07-30,122.32,122.57,121.71,122.37,116.78,33628300
2015-07-31,122.6,122.64,120.91,121.3,115.76,42885000
2015-08-03,121.5,122.57,117.52,118.44,113.03,69976000
2015-08-04,117.42,117.7,113.25,114.64,109.4,124138600
2015-08-05,112.95,117.44,112.1,115.4,110.13,99312600
2015-08-06,115.97,116.5,114.12,115.13,110.37,52903000
2015-08-07,114.58,116.25,114.5,115.52,110.74,38670400
2015-08-10,116.53,119.99,116.53,119.72,114.77,54951600
2015-08-11,117.81,118.18,113.33,113.49,108.8,97082800
2015-08-12,112.53,115.42,109.63,115.24,110.47,101217500
2015-08-13,116.04,116.4,114.54,115.15,110.39,48535800
2015-08-14,114.32,116.31,114.01,115.96,111.17,42929500
2015-08-17,116.04,117.65,115.5,117.16,112.32,40884700
2015-08-18,116.43,117.44,116.01,116.5,111.68,34560700
2015-08-19,116.1,116.52,114.68,115.01,110.25,47445700
2015-08-20,114.08,114.35,111.63,112.65,107.99,68501600
2015-08-21,110.43,111.9,105.65,105.76,101.39,128275500
2015-08-24,94.87,108.8,92.0,103.12,98.86,162206300
2015-08-25,111.11,111.11,103.5,103.74,99.45,103601600
2015-08-26,107.09,109.89,105.05,109.69,105.15,96774600
2015-08-27,112.23,113.24,110.02,112.92,108.25,84616100
2015-08-28,112.17,113.31,111.54,113.29,108.61,53164400
2015-08-31,112.03,114.53,112.0,112.76,108.1,56229300
2015-09-01,110.15,111.88,107.36,107.72,103.27,76845900
2015-09-02,110.23,112.34,109.13,112.34,107.69,61888800
2015-09-03,112.49,112.78,110.04,110.37,105.81,53233900
2015-09-04,108.97,110.45,108.51,109.27,104.75,49996300
2015-09-08,111.75,112.56,110.32,112.31,107.67,54843600
2015-09-09,113.76,114.02,109.77,110.15,105.6,85010800
2015-09-10,110.27,113.28,109.9,112.57,107.92,62892800
2015-09-11,111.79,114.21,111.76,114.21,109.49,49915500
2015-09-14,116.58,116.89,114.86,115.31,110.54,58363400
2015-09-15,115.93,116.53,114.42,116.28,111.47,43341200
2015-09-16,116.25,116.54,115.44,116.41,111.6,37173500
2015-09-17,115.66,116.49,113.72,113.92,109.21,64112600
2015-09-18,112.21,114.3,111.87,113.45,108.76,74285300
2015-09-21,113.67,115.37,113.66,115.21,110.45,50222000
2015-09-22,113.38,114.18,112.52,113.4,108.71,50346200
2015-09-23,113.63,114.72,113.3,114.32,109.59,35756700
2015-09-24,113.25,115.5,112.37,115.0,110.24,50219500
2015-09-25,116.44,116.69,114.02,114.71,109.97,56151900
2015-09-28,113.85,114.57,112.44,112.44,107.79,52109000
2015-09-29,112.83,113.51,107.86,109.06,104.55,73365400
2015-09-30,110.17,111.54,108.73,110.3,105.74,66473000
2015-10-01,109.07,109.62,107.31,109.58,105.05,63929100
2015-10-02,108.01,111.01,107.55,110.38,105.82,58019800
2015-10-05,109.88,111.37,109.07,110.78,106.2,52064700
2015-10-06,110.63,111.74,109.77,111.31,106.71,48196800
2015-10-07,111.74,111.77,109.41,110.78,106.2,46765600
2015-10-08,110.19,110.19,108.21,109.5,104.97,61979600
2015-10-09,110.0,112.28,109.49,112.12,107.48,52766100
2015-10-12,112.73,112.75,111.44,111.6,106.99,30467200
2015-10-13,110.82,112.45,110.68,111.79,107.17,33049300
2015-10-14,111.29,111.52,109.56,110.21,105.65,44462400
2015-10-15,110.93,112.1,110.49,111.86,107.23,37673500
2015-10-16,111.78,112.0,110.53,111.04,106.45,39232600
2015-10-19,110.8,111.75,110.11,111.73,107.11,29759200
2015-10-20,111.34,114.17,110.82,113.77,109.07,48778800
2015-10-21,114.0,115.58,113.7,113.76,109.06,41795200
2015-10-22,114.33,115.5,114.1,115.5,110.72,41654100
2015-10-23,116.7,119.23,116.33,119.08,114.16,59366900
2015-10-26,118.08,118.13,114.92,115.28,110.51,66333800
2015-10-27,115.4,116.54,113.99,114.55,109.81,69884400
2015-10-28,116.93,119.3,116.06,119.27,114.34,85551400
2015-10-29,118.7,120.69,118.27,120.53,115.55,51227300
2015-10-30,120.99,121.22,119.45,119.5,114.56,49365300
2015-11-02,120.8,121.36,119.61,121.18,116.17,32203300
2015-11-03,120.79,123.49,120.7,122.57,117.5,45519000
2015-11-04,123.13,123.82,121.62,122.0,116.96,44886100
2015-11-05,121.85,122.69,120.18,120.92,116.42,39552700
2015-11-06,121.11,121.81,120.62,121.06,116.55,33042300
2015-11-09,120.96,121.81,120.05,120.57,116.08,33871400
2015-11-10,116.9,118.07,116.06,116.77,112.42,59127900
2015-11-11,116.37,117.42,115.21,116.11,111.79,45218000
2015-11-12,116.26,116.82,115.65,115.72,111.41,32525600
2015-11-13,115.2,115.57,112.27,112.34,108.16,45812400
2015-11-16,111.38,114.24,111.0,114.18,109.93,38106700
2015-11-17,114.92,115.05,113.32,113.69,109.46,27616900
2015-11-18,115.76,117.49,115.5,117.29,112.92,46674700
2015-11-19,117.64,119.75,116.76,118.78,114.36,43295800
2015-11-20,119.2,119.92,118.85,119.3,114.86,34287100
2015-11-23,119.27,119.73,117.34,117.75,113.36,32482500
2015-11-24,117.33,119.35,117.12,118.88,114.45,42803200
2015-11-25,119.21,119.23,117.92,118.03,113.63,21388300
2015-11-27,118.29,118.41,117.6,117.81,113.42,13046400
2015-11-30,117.99,119.41,117.75,118.3,113.89,39180300
2015-12-01,118.75,118.81,116.86,117.34,112.97,34852400
2015-12-02,117.34,118.11,116.08,116.28,111.95,33386600
2015-12-03,116.55,116.79,114.22,115.2,110.91,41569500
2015-12-04,115.29,119.25,115.11,119.03,114.6,57777000
2015-12-07,118.98,119.86,117.81,118.28,113.87,32084200
2015-12-08,117.52,118.6,116.86,118.23,113.83,34309500
2015-12-09,117.64,117.69,115.08,115.62,111.31,46361400
2015-12-10,116.04,116.94,115.51,116.17,111.84,29104200
2015-12-11,115.19,115.39,112.85,113.18,108.96,46886200
2015-12-14,112.18,112.68,109.79,112.48,108.29,64318700
2015-12-15,111.94,112.8,110.35,110.49,106.37,53323100
2015-12-16,111.07,111.99,108.8,111.34,107.19,56238500
2015-12-17,112.02,112.25,108.98,108.98,104.92,44772800
2015-12-18,108.91,109.52,105.81,106.03,102.08,96453300
2015-12-21,107.28,107.37,105.57,107.33,103.33,47590600
