Date,Open,High,Low,Close,Adj Close,Volume
2016-09-01,18396.6,18430.1,18295.5,18419.3,18419.3,57561064.0
2016-09-02,18466.0,18544.8,18439.1,18492.0,18492.0,49345800.0
2016-09-06,18493.4,18551.5,18450.3,18537.5,18537.5,49752105.0
2016-09-07,18527.7,18536.9,18474.8,18526.1,18526.1,47458807.0
2016-09-08,18486.7,18506.2,18446.7,18479.9,18479.9,56109658.0
2016-09-09,18404.2,18404.2,18087.0,18085.4,18085.4,76434270.0
2016-09-12,18028.9,18358.7,17994.8,18325.1,18325.1,69890431.0
2016-09-13,18263.0,18263.0,18028.1,18066.8,18066.8,75942816.0
2016-09-14,18073.4,18163.5,17992.2,18034.8,18034.8,78078229.0
2016-09-15,18024.9,18250.1,18015.5,18212.5,18212.5,68375392.0
2016-09-16,18217.2,18217.2,18070.2,18123.8,18123.8,175593242.0
2016-09-19,18154.8,18254.9,18093.1,18120.2,18120.2,56428134.0
2016-09-20,18175.4,18227.2,18128.9,18130.0,18130.0,50698707.0
2016-09-21,18165.0,18307.4,18121.6,18293.7,18293.7,68690784.0
2016-09-22,18343.8,18449.9,18343.8,18392.5,18392.5,53368199.0
2016-09-23,18377.4,18383.8,18254.8,18261.4,18261.4,61012502.0
2016-09-26,18217.8,18217.8,18083.3,18094.8,18094.8,62321175.0
2016-09-27,18099.2,18238.1,18052.2,18228.3,18228.3,59430000.0
2016-09-28,18240.2,18349.9,18179.3,18339.2,18339.2,70364536.0
2016-09-29,18322.9,18366.2,18091.6,18143.5,18143.5,76236861.0
2016-09-30,18181.8,18369.6,18181.8,18308.2,18308.2,68644971.0
2016-10-03,18279.6,18279.8,18203.8,18253.8,18253.8,46132613.0
2016-10-04,18267.7,18313.8,18116.3,18168.4,18168.4,56835093.0
2016-10-05,18205.5,18315.8,18205.5,18281.0,18281.0,51963903.0
2016-10-06,18280.4,18288.1,18163.0,18268.5,18268.5,57482658.0
2016-10-07,18295.3,18319.7,18149.3,18240.5,18240.5,57251745.0
2016-10-10,18282.9,18400.0,18282.9,18329.0,18329.0,49552792.0
2016-10-11,18308.4,18312.3,18062.0,18128.7,18128.7,64761070.0
2016-10-12,18132.6,18194.0,18082.1,18144.2,18144.2,51566186.0
2016-10-13,18088.3,18137.7,17959.9,18098.9,18098.9,62672711.0
2016-10-14,18177.3,18261.1,18141.1,18138.4,18138.4,54627731.0
2016-10-17,18135.8,18162.3,18063.0,18086.4,18086.4,47105913.0
2016-10-18,18145.1,18225.8,18129.4,18161.9,18161.9,54343235.0
2016-10-19,18178.2,18252.2,18169.2,18202.6,18202.6,60900457.0
2016-10-20,18161.9,18249.1,18129.1,18162.4,18162.4,64746370.0
2016-10-21,18152.6,18168.8,18049.8,18145.7,18145.7,89907531.0
2016-10-24,18197.1,18275.0,18191.2,18223.0,18223.0,59978554.0
2016-10-25,18206.5,18241.7,18151.7,18169.3,18169.3,63576965.0
2016-10-26,18103.8,18236.0,18062.3,18199.3,18199.3,63922797.0
2016-10-27,18234.8,18253.2,18149.2,18169.7,18169.7,60026914.0
2016-10-28,18193.8,18257.1,18095.0,18161.2,18161.2,76423780.0
2016-10-31,18176.6,18193.7,18130.6,18142.4,18142.4,63206747.0
2016-11-01,18158.2,18177.0,17940.8,18037.1,18037.1,71141715.0
2016-11-02,18017.7,18044.2,17931.9,17959.6,17959.6,64991855.0
2016-11-03,17978.8,18007.0,17904.1,17930.7,17930.7,52929820.0
2016-11-04,17928.3,17986.8,17883.6,17888.3,17888.3,68622010.0
2016-11-07,17994.6,18263.3,17994.6,18259.6,18259.6,61407554.0
2016-11-08,18251.4,18400.5,18200.8,18332.7,18332.7,61942265.0
2016-11-09,18317.3,18650.1,18252.6,18589.7,18589.7,135512614.0
2016-11-10,18603.1,18873.7,18603.1,18807.9,18807.9,134364242.0
